Dataset,embeddings,# Features,# Samples,Feature_Samples_ratio,Intrinsic_Dimension,Condition number,Fisher Discriminant Ratio,Total Correlations,Mutual information,# Non-zero entries,# Low variance features,Variation,std_var,Coefficient of Variation %,std_co_of_v,Skewness,std_skew,Kurtosis,std_kurt,Mean Log Kernel Density,Isomap Reconstruction Error,Fractal dimension,Entropy,std_entropy,iteration,model,accuracy,f1_score,time,auc,Model_Parameters,datatype,model_embed_datatype
class_data-2.csv,isomap,3,70,0.0428571428571428,3,1.4887964045451842,0.9686336063285332,1.3322676295501878e-15,0.2940538327124479,210,1,0.16,0.0624499799839839,1.945651511425892e+18,4.0071723087095736e+18,0.1775477993049851,0.3468058659702221,-0.7820066469250242,0.5372048510860987,-0.9031953641035488,0.1240922814925057,1.9882862568911888,0.9786961448300948,0.0,2,dt,0.8333333333333334,0.8350168350168351,0.0062127113342285,0.8472222222222222,"{'estimator__ccp_alpha': 0.0, 'estimator__class_weight': None, 'estimator__criterion': 'gini', 'estimator__max_depth': None, 'estimator__max_features': None, 'estimator__max_leaf_nodes': None, 'estimator__min_impurity_decrease': 0.0, 'estimator__min_samples_leaf': 1, 'estimator__min_samples_split': 2, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__monotonic_cst': None, 'estimator__random_state': None, 'estimator__splitter': 'best', 'estimator': DecisionTreeClassifier(), 'n_jobs': None}",class_data,dt_isomap_class_data
class_data-2.csv,isomap,3,70,0.0428571428571428,3,1.4887964045451842,0.9686336063285332,1.3322676295501878e-15,0.2940538327124479,210,1,0.16,0.0624499799839839,1.945651511425892e+18,4.0071723087095736e+18,0.1775477993049851,0.3468058659702221,-0.7820066469250242,0.5372048510860987,-0.9031953641035488,0.1240922814925057,1.9882862568911888,0.9786961448300948,0.0,2,svc,0.6,0.45,0.0065557956695556,0.5,"{'estimator__C': 0.01, 'estimator__break_ties': False, 'estimator__cache_size': 200, 'estimator__class_weight': None, 'estimator__coef0': 0.0, 'estimator__decision_function_shape': 'ovr', 'estimator__degree': 3, 'estimator__gamma': 0.1, 'estimator__kernel': 'linear', 'estimator__max_iter': -1, 'estimator__probability': False, 'estimator__random_state': None, 'estimator__shrinking': True, 'estimator__tol': 0.001, 'estimator__verbose': False, 'estimator': SVC(C=0.01, gamma=0.1, kernel='linear'), 'n_jobs': None}",class_data,svc_isomap_class_data
class_data-2.csv,none,10,70,0.1428571428571428,8,2.073586528611601e+16,0.5269952635027088,12.203569139743838,0.1803513637316892,690,4,0.051,0.0099442892601175,47.22732766370525,5.191771914820467,0.057938511467144,0.2705807297966905,-0.2874936881433471,0.3914322844669648,2.887609520556493,0.2471764492242902,1.9965361263572865,0.9786961448300948,0.0,2,dt,0.8666666666666667,0.8666666666666667,0.0062882900238037,0.8611111111111112,"{'estimator__ccp_alpha': 0.0, 'estimator__class_weight': None, 'estimator__criterion': 'gini', 'estimator__max_depth': None, 'estimator__max_features': None, 'estimator__max_leaf_nodes': None, 'estimator__min_impurity_decrease': 0.0, 'estimator__min_samples_leaf': 1, 'estimator__min_samples_split': 2, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__monotonic_cst': None, 'estimator__random_state': None, 'estimator__splitter': 'best', 'estimator': DecisionTreeClassifier(), 'n_jobs': None}",class_data,dt_none_class_data
class_data-2.csv,none,10,70,0.1428571428571428,8,2.073586528611601e+16,0.5269952635027088,12.203569139743838,0.1803513637316892,690,4,0.051,0.0099442892601175,47.22732766370525,5.191771914820467,0.057938511467144,0.2705807297966905,-0.2874936881433471,0.3914322844669648,2.887609520556493,0.2471764492242902,1.9965361263572865,0.9786961448300948,0.0,2,svc,0.6,0.45,0.0065836906433105,0.5,"{'estimator__C': 0.01, 'estimator__break_ties': False, 'estimator__cache_size': 200, 'estimator__class_weight': None, 'estimator__coef0': 0.0, 'estimator__decision_function_shape': 'ovr', 'estimator__degree': 3, 'estimator__gamma': 0.1, 'estimator__kernel': 'linear', 'estimator__max_iter': -1, 'estimator__probability': False, 'estimator__random_state': None, 'estimator__shrinking': True, 'estimator__tol': 0.001, 'estimator__verbose': False, 'estimator': SVC(C=0.01, gamma=0.1, kernel='linear'), 'n_jobs': None}",class_data,svc_none_class_data
class_data-2.csv,pca,3,70,0.0428571428571428,3,1.5289025057940164,1.020465729147949,0.0,0.1956922690874839,210,1,0.1,0.04,-3.5295148119008826e+17,5.6035855786028256e+17,0.1355742430759719,0.4397232225498459,-0.15846128657097,0.7161601179917049,-0.4778029072563163,0.0884188328030197,1.9883592342701175,0.9786961448300948,0.0,3,dt,0.8333333333333334,0.8342602892102337,0.006263256072998,0.8611111111111112,"{'estimator__ccp_alpha': 0.0, 'estimator__class_weight': None, 'estimator__criterion': 'gini', 'estimator__max_depth': None, 'estimator__max_features': None, 'estimator__max_leaf_nodes': None, 'estimator__min_impurity_decrease': 0.0, 'estimator__min_samples_leaf': 1, 'estimator__min_samples_split': 2, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__monotonic_cst': None, 'estimator__random_state': None, 'estimator__splitter': 'best', 'estimator': DecisionTreeClassifier(), 'n_jobs': None}",class_data,dt_pca_class_data
class_data-2.csv,pca,3,70,0.0428571428571428,3,1.5289025057940164,1.020465729147949,0.0,0.1956922690874839,210,1,0.1,0.04,-3.5295148119008826e+17,5.6035855786028256e+17,0.1355742430759719,0.4397232225498459,-0.15846128657097,0.7161601179917049,-0.4778029072563163,0.0884188328030197,1.9883592342701175,0.9786961448300948,0.0,3,svc,0.6,0.45,0.0065894126892089,0.5,"{'estimator__C': 0.01, 'estimator__break_ties': False, 'estimator__cache_size': 200, 'estimator__class_weight': None, 'estimator__coef0': 0.0, 'estimator__decision_function_shape': 'ovr', 'estimator__degree': 3, 'estimator__gamma': 0.1, 'estimator__kernel': 'linear', 'estimator__max_iter': -1, 'estimator__probability': False, 'estimator__random_state': None, 'estimator__shrinking': True, 'estimator__tol': 0.001, 'estimator__verbose': False, 'estimator': SVC(C=0.01, gamma=0.1, kernel='linear'), 'n_jobs': None}",class_data,svc_pca_class_data
class_data-2.csv,isomap,3,70,0.0428571428571428,3,1.5906972468890317,1.0108567169463611,4.440892098500626e-16,0.1906809413847869,210,1,0.1533333333333333,0.0650640709864771,9.215632857658106e+17,1.428044278951844e+18,0.4666945579237505,0.0612525254760047,-0.1717877820179641,0.7240575243680916,-0.8341785631368542,0.1263793894487584,1.9882992082754325,0.9786961448300948,0.0,3,dt,0.9,0.901010101010101,0.0062973499298095,0.9166666666666669,"{'estimator__ccp_alpha': 0.0, 'estimator__class_weight': None, 'estimator__criterion': 'gini', 'estimator__max_depth': None, 'estimator__max_features': None, 'estimator__max_leaf_nodes': None, 'estimator__min_impurity_decrease': 0.0, 'estimator__min_samples_leaf': 1, 'estimator__min_samples_split': 2, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__monotonic_cst': None, 'estimator__random_state': None, 'estimator__splitter': 'best', 'estimator': DecisionTreeClassifier(), 'n_jobs': None}",class_data,dt_isomap_class_data
class_data-2.csv,isomap,3,70,0.0428571428571428,3,1.5906972468890317,1.0108567169463611,4.440892098500626e-16,0.1906809413847869,210,1,0.1533333333333333,0.0650640709864771,9.215632857658106e+17,1.428044278951844e+18,0.4666945579237505,0.0612525254760047,-0.1717877820179641,0.7240575243680916,-0.8341785631368542,0.1263793894487584,1.9882992082754325,0.9786961448300948,0.0,3,svc,0.6,0.45,0.0066602230072021,0.5,"{'estimator__C': 0.01, 'estimator__break_ties': False, 'estimator__cache_size': 200, 'estimator__class_weight': None, 'estimator__coef0': 0.0, 'estimator__decision_function_shape': 'ovr', 'estimator__degree': 3, 'estimator__gamma': 0.1, 'estimator__kernel': 'linear', 'estimator__max_iter': -1, 'estimator__probability': False, 'estimator__random_state': None, 'estimator__shrinking': True, 'estimator__tol': 0.001, 'estimator__verbose': False, 'estimator': SVC(C=0.01, gamma=0.1, kernel='linear'), 'n_jobs': None}",class_data,svc_isomap_class_data
class_data-2.csv,none,10,70,0.1428571428571428,8,2.3875301528526984e+16,0.5282333843202921,13.23510509240618,0.1465285017227449,690,4,0.048,0.0103279555898864,45.18724538099228,7.8223424093761,0.0038195518298195,0.3147655654470191,-0.3059552634909208,0.4162436406539757,2.9202212848052658,0.2456172090321406,1.99653142346214,0.9786961448300948,0.0,3,dt,0.8666666666666667,0.8678571428571428,0.006831407546997,0.8888888888888888,"{'estimator__ccp_alpha': 0.0, 'estimator__class_weight': None, 'estimator__criterion': 'gini', 'estimator__max_depth': None, 'estimator__max_features': None, 'estimator__max_leaf_nodes': None, 'estimator__min_impurity_decrease': 0.0, 'estimator__min_samples_leaf': 1, 'estimator__min_samples_split': 2, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__monotonic_cst': None, 'estimator__random_state': None, 'estimator__splitter': 'best', 'estimator': DecisionTreeClassifier(), 'n_jobs': None}",class_data,dt_none_class_data
class_data-2.csv,none,10,70,0.1428571428571428,8,2.3875301528526984e+16,0.5282333843202921,13.23510509240618,0.1465285017227449,690,4,0.048,0.0103279555898864,45.18724538099228,7.8223424093761,0.0038195518298195,0.3147655654470191,-0.3059552634909208,0.4162436406539757,2.9202212848052658,0.2456172090321406,1.99653142346214,0.9786961448300948,0.0,3,svc,0.6,0.45,0.0067923069000244,0.5,"{'estimator__C': 0.01, 'estimator__break_ties': False, 'estimator__cache_size': 200, 'estimator__class_weight': None, 'estimator__coef0': 0.0, 'estimator__decision_function_shape': 'ovr', 'estimator__degree': 3, 'estimator__gamma': 0.1, 'estimator__kernel': 'linear', 'estimator__max_iter': -1, 'estimator__probability': False, 'estimator__random_state': None, 'estimator__shrinking': True, 'estimator__tol': 0.001, 'estimator__verbose': False, 'estimator': SVC(C=0.01, gamma=0.1, kernel='linear'), 'n_jobs': None}",class_data,svc_none_class_data
class_data-3.csv,pca,3,70,0.0428571428571428,3,1.777988383459206,0.3540200645221596,8.881784197001252e-16,0.1483153121521934,210,1,0.0966666666666666,0.0642910050732863,6038184312317061.0,1.916377004613428e+17,-0.0158955930976066,0.1656630911648733,-0.6782517069204023,0.3889138723769615,-0.4807757735277748,0.0741588471106948,1.9883669627173877,1.0,0.0,1,dt,0.6333333333333333,0.6296296296296297,0.0063982009887695,0.6333333333333333,"{'estimator__ccp_alpha': 0.0, 'estimator__class_weight': None, 'estimator__criterion': 'gini', 'estimator__max_depth': None, 'estimator__max_features': None, 'estimator__max_leaf_nodes': None, 'estimator__min_impurity_decrease': 0.0, 'estimator__min_samples_leaf': 1, 'estimator__min_samples_split': 2, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__monotonic_cst': None, 'estimator__random_state': None, 'estimator__splitter': 'best', 'estimator': DecisionTreeClassifier(), 'n_jobs': None}",class_data,dt_pca_class_data
class_data-3.csv,pca,3,70,0.0428571428571428,3,1.777988383459206,0.3540200645221596,8.881784197001252e-16,0.1483153121521934,210,1,0.0966666666666666,0.0642910050732863,6038184312317061.0,1.916377004613428e+17,-0.0158955930976066,0.1656630911648733,-0.6782517069204023,0.3889138723769615,-0.4807757735277748,0.0741588471106948,1.9883669627173877,1.0,0.0,1,svc,0.6,0.5927601809954751,0.0066974163055419,0.6000000000000001,"{'estimator__C': 0.01, 'estimator__break_ties': False, 'estimator__cache_size': 200, 'estimator__class_weight': None, 'estimator__coef0': 0.0, 'estimator__decision_function_shape': 'ovr', 'estimator__degree': 3, 'estimator__gamma': 0.1, 'estimator__kernel': 'linear', 'estimator__max_iter': -1, 'estimator__probability': False, 'estimator__random_state': None, 'estimator__shrinking': True, 'estimator__tol': 0.001, 'estimator__verbose': False, 'estimator': SVC(C=0.01, gamma=0.1, kernel='linear'), 'n_jobs': None}",class_data,svc_pca_class_data
class_data-3.csv,isomap,3,70,0.0428571428571428,3,1.704606469521588,0.3789605072923618,0.0,0.1313995050368065,210,1,0.1466666666666666,0.089628864398325,1.3005220286095229e+19,2.394369771325498e+19,0.2554935017305473,0.0381786699012491,-0.5824377319678966,0.6402985742339793,-0.8505747278308876,0.1102463508363794,1.9885013181494653,1.0,0.0,1,dt,0.7333333333333333,0.7321428571428572,0.0062713623046875,0.7333333333333334,"{'estimator__ccp_alpha': 0.0, 'estimator__class_weight': None, 'estimator__criterion': 'gini', 'estimator__max_depth': None, 'estimator__max_features': None, 'estimator__max_leaf_nodes': None, 'estimator__min_impurity_decrease': 0.0, 'estimator__min_samples_leaf': 1, 'estimator__min_samples_split': 2, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__monotonic_cst': None, 'estimator__random_state': None, 'estimator__splitter': 'best', 'estimator': DecisionTreeClassifier(), 'n_jobs': None}",class_data,dt_isomap_class_data
class_data-3.csv,isomap,3,70,0.0428571428571428,3,1.704606469521588,0.3789605072923618,0.0,0.1313995050368065,210,1,0.1466666666666666,0.089628864398325,1.3005220286095229e+19,2.394369771325498e+19,0.2554935017305473,0.0381786699012491,-0.5824377319678966,0.6402985742339793,-0.8505747278308876,0.1102463508363794,1.9885013181494653,1.0,0.0,1,svc,0.6333333333333333,0.6296296296296297,0.0065939426422119,0.6333333333333333,"{'estimator__C': 0.01, 'estimator__break_ties': False, 'estimator__cache_size': 200, 'estimator__class_weight': None, 'estimator__coef0': 0.0, 'estimator__decision_function_shape': 'ovr', 'estimator__degree': 3, 'estimator__gamma': 0.1, 'estimator__kernel': 'linear', 'estimator__max_iter': -1, 'estimator__probability': False, 'estimator__random_state': None, 'estimator__shrinking': True, 'estimator__tol': 0.001, 'estimator__verbose': False, 'estimator': SVC(C=0.01, gamma=0.1, kernel='linear'), 'n_jobs': None}",class_data,svc_isomap_class_data
class_data-3.csv,none,10,70,0.1428571428571428,8,2.240674035569618e+16,0.229341528521518,14.152508722031987,0.0953615151226278,690,4,0.047,0.0105934990547138,42.66062578237894,7.4788713151398705,-0.0771893348448667,0.3308700347817829,-0.1844638921907896,0.4740984194275698,2.9660834910123266,0.2219951469173418,1.9965242449075151,1.0,0.0,1,dt,0.5,0.4223363286264441,0.0064382553100585,0.5,"{'estimator__ccp_alpha': 0.0, 'estimator__class_weight': None, 'estimator__criterion': 'gini', 'estimator__max_depth': None, 'estimator__max_features': None, 'estimator__max_leaf_nodes': None, 'estimator__min_impurity_decrease': 0.0, 'estimator__min_samples_leaf': 1, 'estimator__min_samples_split': 2, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__monotonic_cst': None, 'estimator__random_state': None, 'estimator__splitter': 'best', 'estimator': DecisionTreeClassifier(), 'n_jobs': None}",class_data,dt_none_class_data
class_data-3.csv,none,10,70,0.1428571428571428,8,2.240674035569618e+16,0.229341528521518,14.152508722031987,0.0953615151226278,690,4,0.047,0.0105934990547138,42.66062578237894,7.4788713151398705,-0.0771893348448667,0.3308700347817829,-0.1844638921907896,0.4740984194275698,2.9660834910123266,0.2219951469173418,1.9965242449075151,1.0,0.0,1,svc,0.6333333333333333,0.6329254727474972,0.0066757202148437,0.6333333333333334,"{'estimator__C': 0.01, 'estimator__break_ties': False, 'estimator__cache_size': 200, 'estimator__class_weight': None, 'estimator__coef0': 0.0, 'estimator__decision_function_shape': 'ovr', 'estimator__degree': 3, 'estimator__gamma': 0.1, 'estimator__kernel': 'linear', 'estimator__max_iter': -1, 'estimator__probability': False, 'estimator__random_state': None, 'estimator__shrinking': True, 'estimator__tol': 0.001, 'estimator__verbose': False, 'estimator': SVC(C=0.01, gamma=0.1, kernel='linear'), 'n_jobs': None}",class_data,svc_none_class_data
class_data-3.csv,pca,3,70,0.0428571428571428,3,1.8114539292132164,0.2305832895171687,1.7763568394002505e-15,0.0126829600097885,210,1,0.1066666666666666,0.0723417813807023,1.4873337909677894e+17,2.434192276424984e+17,0.0842705917485793,0.1246608138537955,-0.3149281267675545,0.6218556228891944,-0.5544740666968959,0.0751583812046196,1.988241551659756,1.0,0.0,2,dt,0.5666666666666667,0.5622895622895623,0.0064163208007812,0.5666666666666668,"{'estimator__ccp_alpha': 0.0, 'estimator__class_weight': None, 'estimator__criterion': 'gini', 'estimator__max_depth': None, 'estimator__max_features': None, 'estimator__max_leaf_nodes': None, 'estimator__min_impurity_decrease': 0.0, 'estimator__min_samples_leaf': 1, 'estimator__min_samples_split': 2, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__monotonic_cst': None, 'estimator__random_state': None, 'estimator__splitter': 'best', 'estimator': DecisionTreeClassifier(), 'n_jobs': None}",class_data,dt_pca_class_data
class_data-3.csv,pca,3,70,0.0428571428571428,3,1.8114539292132164,0.2305832895171687,1.7763568394002505e-15,0.0126829600097885,210,1,0.1066666666666666,0.0723417813807023,1.4873337909677894e+17,2.434192276424984e+17,0.0842705917485793,0.1246608138537955,-0.3149281267675545,0.6218556228891944,-0.5544740666968959,0.0751583812046196,1.988241551659756,1.0,0.0,2,svc,0.5,0.4857142857142857,0.0066370964050292,0.5,"{'estimator__C': 0.01, 'estimator__break_ties': False, 'estimator__cache_size': 200, 'estimator__class_weight': None, 'estimator__coef0': 0.0, 'estimator__decision_function_shape': 'ovr', 'estimator__degree': 3, 'estimator__gamma': 0.1, 'estimator__kernel': 'linear', 'estimator__max_iter': -1, 'estimator__probability': False, 'estimator__random_state': None, 'estimator__shrinking': True, 'estimator__tol': 0.001, 'estimator__verbose': False, 'estimator': SVC(C=0.01, gamma=0.1, kernel='linear'), 'n_jobs': None}",class_data,svc_pca_class_data
class_data-3.csv,isomap,3,70,0.0428571428571428,3,1.8302190054874208,0.2723928640543371,8.881784197001252e-16,0.0384580510659411,210,1,0.1533333333333333,0.102143689640297,-1.2473088908272612e+18,4.926568543909011e+18,0.2022348315101195,0.2502684958155754,-0.2276922780171426,1.24078269097736,-0.8835306410598951,0.1060285427346693,1.9881013545407424,1.0,0.0,2,dt,0.5,0.4994438264738599,0.006335973739624,0.5,"{'estimator__ccp_alpha': 0.0, 'estimator__class_weight': None, 'estimator__criterion': 'gini', 'estimator__max_depth': None, 'estimator__max_features': None, 'estimator__max_leaf_nodes': None, 'estimator__min_impurity_decrease': 0.0, 'estimator__min_samples_leaf': 1, 'estimator__min_samples_split': 2, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__monotonic_cst': None, 'estimator__random_state': None, 'estimator__splitter': 'best', 'estimator': DecisionTreeClassifier(), 'n_jobs': None}",class_data,dt_isomap_class_data
class_data-3.csv,isomap,3,70,0.0428571428571428,3,1.8302190054874208,0.2723928640543371,8.881784197001252e-16,0.0384580510659411,210,1,0.1533333333333333,0.102143689640297,-1.2473088908272612e+18,4.926568543909011e+18,0.2022348315101195,0.2502684958155754,-0.2276922780171426,1.24078269097736,-0.8835306410598951,0.1060285427346693,1.9881013545407424,1.0,0.0,2,svc,0.5333333333333333,0.5248868778280543,0.0065996646881103,0.5333333333333333,"{'estimator__C': 0.01, 'estimator__break_ties': False, 'estimator__cache_size': 200, 'estimator__class_weight': None, 'estimator__coef0': 0.0, 'estimator__decision_function_shape': 'ovr', 'estimator__degree': 3, 'estimator__gamma': 0.1, 'estimator__kernel': 'linear', 'estimator__max_iter': -1, 'estimator__probability': False, 'estimator__random_state': None, 'estimator__shrinking': True, 'estimator__tol': 0.001, 'estimator__verbose': False, 'estimator': SVC(C=0.01, gamma=0.1, kernel='linear'), 'n_jobs': None}",class_data,svc_isomap_class_data
class_data-3.csv,none,10,70,0.1428571428571428,8,1.939997420321132e+16,0.214307699867757,14.253915202512545,0.0789163999401883,690,3,0.049,0.0137032031940629,45.90036894133314,7.271471621978445,-0.024910442165397,0.1222801582875228,-0.3831841664926341,0.5676745523038181,2.917058716958085,0.2251592819648389,1.9965288520589315,1.0,0.0,2,dt,0.6666666666666666,0.6411483253588517,0.0064761638641357,0.6666666666666667,"{'estimator__ccp_alpha': 0.0, 'estimator__class_weight': None, 'estimator__criterion': 'gini', 'estimator__max_depth': None, 'estimator__max_features': None, 'estimator__max_leaf_nodes': None, 'estimator__min_impurity_decrease': 0.0, 'estimator__min_samples_leaf': 1, 'estimator__min_samples_split': 2, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__monotonic_cst': None, 'estimator__random_state': None, 'estimator__splitter': 'best', 'estimator': DecisionTreeClassifier(), 'n_jobs': None}",class_data,dt_none_class_data
class_data-3.csv,none,10,70,0.1428571428571428,8,1.939997420321132e+16,0.214307699867757,14.253915202512545,0.0789163999401883,690,3,0.049,0.0137032031940629,45.90036894133314,7.271471621978445,-0.024910442165397,0.1222801582875228,-0.3831841664926341,0.5676745523038181,2.917058716958085,0.2251592819648389,1.9965288520589315,1.0,0.0,2,svc,0.6666666666666666,0.6411483253588517,0.0066585540771484,0.6666666666666666,"{'estimator__C': 0.01, 'estimator__break_ties': False, 'estimator__cache_size': 200, 'estimator__class_weight': None, 'estimator__coef0': 0.0, 'estimator__decision_function_shape': 'ovr', 'estimator__degree': 3, 'estimator__gamma': 0.1, 'estimator__kernel': 'linear', 'estimator__max_iter': -1, 'estimator__probability': False, 'estimator__random_state': None, 'estimator__shrinking': True, 'estimator__tol': 0.001, 'estimator__verbose': False, 'estimator': SVC(C=0.01, gamma=0.1, kernel='linear'), 'n_jobs': None}",class_data,svc_none_class_data
class_data-3.csv,pca,3,70,0.0428571428571428,3,1.746280709030242,0.0366121594202912,8.881784197001252e-16,0.0015438018038546,210,1,0.1033333333333333,0.0665832811847939,1.0591746815992618e+18,3.0499069510342554e+18,0.2429232066447593,0.0849821241662401,-0.0910951710017592,0.8416442198404446,-0.5048563453236108,0.0754952302110976,1.9885478719974157,1.0,0.0,3,dt,0.6,0.5982142857142857,0.0063803195953369,0.6000000000000001,"{'estimator__ccp_alpha': 0.0, 'estimator__class_weight': None, 'estimator__criterion': 'gini', 'estimator__max_depth': None, 'estimator__max_features': None, 'estimator__max_leaf_nodes': None, 'estimator__min_impurity_decrease': 0.0, 'estimator__min_samples_leaf': 1, 'estimator__min_samples_split': 2, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__monotonic_cst': None, 'estimator__random_state': None, 'estimator__splitter': 'best', 'estimator': DecisionTreeClassifier(), 'n_jobs': None}",class_data,dt_pca_class_data
class_data-3.csv,pca,3,70,0.0428571428571428,3,1.746280709030242,0.0366121594202912,8.881784197001252e-16,0.0015438018038546,210,1,0.1033333333333333,0.0665832811847939,1.0591746815992618e+18,3.0499069510342554e+18,0.2429232066447593,0.0849821241662401,-0.0910951710017592,0.8416442198404446,-0.5048563453236108,0.0754952302110976,1.9885478719974157,1.0,0.0,3,svc,0.8333333333333334,0.8285714285714285,0.0065972805023193,0.8333333333333333,"{'estimator__C': 0.01, 'estimator__break_ties': False, 'estimator__cache_size': 200, 'estimator__class_weight': None, 'estimator__coef0': 0.0, 'estimator__decision_function_shape': 'ovr', 'estimator__degree': 3, 'estimator__gamma': 0.1, 'estimator__kernel': 'linear', 'estimator__max_iter': -1, 'estimator__probability': False, 'estimator__random_state': None, 'estimator__shrinking': True, 'estimator__tol': 0.001, 'estimator__verbose': False, 'estimator': SVC(C=0.01, gamma=0.1, kernel='linear'), 'n_jobs': None}",class_data,svc_pca_class_data
class_data-3.csv,isomap,3,70,0.0428571428571428,3,1.7186254760117683,0.0353443731954851,0.0,0.053828925777603,210,1,0.15,0.0953939201416945,-9.0054297198671e+17,1.2455335019988664e+18,0.3357088749042882,0.1070333995227247,-0.1571773055152887,0.8743343477652624,-0.8079409787313516,0.0954776463217515,1.9884174849335128,1.0,0.0,3,dt,0.5666666666666667,0.5661846496106785,0.0064561367034912,0.5666666666666667,"{'estimator__ccp_alpha': 0.0, 'estimator__class_weight': None, 'estimator__criterion': 'gini', 'estimator__max_depth': None, 'estimator__max_features': None, 'estimator__max_leaf_nodes': None, 'estimator__min_impurity_decrease': 0.0, 'estimator__min_samples_leaf': 1, 'estimator__min_samples_split': 2, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__monotonic_cst': None, 'estimator__random_state': None, 'estimator__splitter': 'best', 'estimator': DecisionTreeClassifier(), 'n_jobs': None}",class_data,dt_isomap_class_data
class_data-3.csv,isomap,3,70,0.0428571428571428,3,1.7186254760117683,0.0353443731954851,0.0,0.053828925777603,210,1,0.15,0.0953939201416945,-9.0054297198671e+17,1.2455335019988664e+18,0.3357088749042882,0.1070333995227247,-0.1571773055152887,0.8743343477652624,-0.8079409787313516,0.0954776463217515,1.9884174849335128,1.0,0.0,3,svc,0.8333333333333334,0.8331479421579533,0.0066287517547607,0.8333333333333334,"{'estimator__C': 0.01, 'estimator__break_ties': False, 'estimator__cache_size': 200, 'estimator__class_weight': None, 'estimator__coef0': 0.0, 'estimator__decision_function_shape': 'ovr', 'estimator__degree': 3, 'estimator__gamma': 0.1, 'estimator__kernel': 'linear', 'estimator__max_iter': -1, 'estimator__probability': False, 'estimator__random_state': None, 'estimator__shrinking': True, 'estimator__tol': 0.001, 'estimator__verbose': False, 'estimator': SVC(C=0.01, gamma=0.1, kernel='linear'), 'n_jobs': None}",class_data,svc_isomap_class_data
class_data-3.csv,none,10,70,0.1428571428571428,8,3.998803586855164e+16,0.1082628227907499,14.91927400603522,0.06889489575819,690,3,0.049,0.0119721899973786,43.6365483351936,8.571925698965043,-0.05072040618667,0.2498941275651437,-0.2536737901256292,0.4069229352277223,2.9703412502559314,0.2342330244164075,1.9965302374469915,1.0,0.0,3,dt,0.6,0.5833333333333334,0.0066440105438232,0.6,"{'estimator__ccp_alpha': 0.0, 'estimator__class_weight': None, 'estimator__criterion': 'gini', 'estimator__max_depth': None, 'estimator__max_features': None, 'estimator__max_leaf_nodes': None, 'estimator__min_impurity_decrease': 0.0, 'estimator__min_samples_leaf': 1, 'estimator__min_samples_split': 2, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__monotonic_cst': None, 'estimator__random_state': None, 'estimator__splitter': 'best', 'estimator': DecisionTreeClassifier(), 'n_jobs': None}",class_data,dt_none_class_data
class_data-3.csv,none,10,70,0.1428571428571428,8,3.998803586855164e+16,0.1082628227907499,14.91927400603522,0.06889489575819,690,3,0.049,0.0119721899973786,43.6365483351936,8.571925698965043,-0.05072040618667,0.2498941275651437,-0.2536737901256292,0.4069229352277223,2.9703412502559314,0.2342330244164075,1.9965302374469915,1.0,0.0,3,svc,0.8666666666666667,0.8642533936651584,0.0067279338836669,0.8666666666666667,"{'estimator__C': 0.01, 'estimator__break_ties': False, 'estimator__cache_size': 200, 'estimator__class_weight': None, 'estimator__coef0': 0.0, 'estimator__decision_function_shape': 'ovr', 'estimator__degree': 3, 'estimator__gamma': 0.1, 'estimator__kernel': 'linear', 'estimator__max_iter': -1, 'estimator__probability': False, 'estimator__random_state': None, 'estimator__shrinking': True, 'estimator__tol': 0.001, 'estimator__verbose': False, 'estimator': SVC(C=0.01, gamma=0.1, kernel='linear'), 'n_jobs': None}",class_data,svc_none_class_data
